valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
3666,0.2848,-5.69519,-1.13601,1.724,3.64,1.533,-1.343,-18.023,-2.874,-0.379,-13.03,-1.94,0.569,-7.7375,-1.174,0.957,3.639,-0.587,0.8073604,64.95641321,1.20299811,0.898532359,8.059554157,1.096812705,0
3667,0.48251,-12.12238,-0.35366,1.675,-9.186,0.671,-1.51,-14.562,-1.916,-0.001,-14.372,-0.886,0.579,-11.45,-0.5275,0.76,-10.921,0.19,0.45488795,3.533299816,0.450125704,0.674453816,1.879707375,0.670914081,0
3668,1.26533,-7.76519,-1.20376,2.467,-4.79,0.671,0.19,-10.921,-3.055,1.15,-8.478,-2.289,1.293,-7.712,-1.4265,1.527,-7.474,0.022,0.253586041,2.037715054,1.461795082,0.503573273,1.42748557,1.20904718,0
3669,2.17996,-9.60972,0.17376,3.854,-4.646,0.771,0.193,-14.934,-0.672,1.915,-14.583,-0.043,2.108,-8.626,0.046,2.91375,-6.5185,0.504,0.892298118,13.00664644,0.136142142,0.944615328,3.606472853,0.368974447,0
3670,0.31503,-5.39865,-0.07514,2.154,-1.726,0.573,-0.79,-10.719,-1.139,-0.379,-6.90175,-0.575,0.381,-5.413,0.192,0.771,-3.854,0.385,0.655474909,5.770139468,0.30049084,0.809614049,2.40211146,0.548170448,0
3671,1.56146,-10.36439,0.38954,2.85,-4.604,0.968,0.478,-13.222,-0.431,1.148,-12.252,0.048,1.531,-11.881,0.384,1.918,-8.43,0.754,0.299066908,7.057841158,0.187574028,0.546870102,2.656659775,0.433098174,0
3672,0.96157,-7.76061,0.50697,2.287,0.045,1.343,-0.181,-13.412,-0.744,0.478,-12.17,0.19,0.957,-8.815,0.573,1.439,-4.74,0.91,0.339623725,22.79342102,0.373363289,0.582772447,4.774245597,0.611034605,0
3673,1.28599,-10.04698,-0.16456,3.543,0.045,1.814,-0.382,-14.849,-1.916,0.377,-12.8555,-0.669,1.147,-10.5395,-0.575,2.488,-8.622,0.957,1.18338939,17.81032392,0.970327386,1.087837024,4.220227946,0.985051971,0
3674,1.78758,-8.26582,-0.28179,2.31,-6.899,0.98,0.382,-10.158,-2.311,1.537,-9.4,-0.96,1.82,-8.239,-0.001,2.251,-7.33,0.192,0.200303304,0.959186048,0.462278106,0.447552571,0.979380441,0.679910366,0
3675,0.97078,-7.69876,-0.6576,1.723,-4.03,0.094,0.359,-11.641,-1.439,0.647,-10.635,-0.796,0.789,-7.4305,-0.756,1.341,-4.604,-0.407,0.193415812,8.637309442,0.1145964,0.439790645,2.938929983,0.3385209,0
3676,1.88185,-10.0711,0.07736,3.453,-0.395,1.245,0.813,-15.126,-0.768,1.102,-14.557,-0.38275,1.9155,-10.227,-0.1895,2.299,-6.91,0.647,0.555861408,16.48726447,0.38441059,0.745561136,4.060451264,0.620008541,0
3677,0.66153,-3.68146,-1.16835,2.108,4.214,0.765,-1.727,-9.586,-3.642,-0.386,-8.336,-1.906,0.861,-6.7545,-1.4025,1.5355,1.39375,-0.389,1.129127569,26.12569375,1.128442188,1.062604145,5.111329939,1.062281595,0
3678,1.78604,-5.86765,0.4213,3.054,-3.543,1.537,0.575,-10.54,-1.103,1.1425,-7.281,-0.11425,1.34,-5.079,0.6215,2.896,-4.03,1.148,0.669948798,5.209227127,0.73482931,0.818504,2.282373135,0.857221856,0
3679,1.65152,-7.0292,0.16485,3.878,-5.556,2.012,-0.24,-9.007,-1.94,0.7645,-7.7255,-0.865,1.6285,-6.708,0.43,2.5185,-6.516,1.0805,1.49978921,0.48570522,1.215171048,1.224658814,0.696925548,1.10234797,0
3680,1.08314,-8.50575,-0.621,2.681,-6.324,-0.048,-0.385,-13.366,-1.916,0.1845,-9.953,-0.814,1.543,-7.9275,-0.575,1.772,-6.7075,-0.24,0.86019922,3.953678848,0.17047464,0.927469256,1.988385991,0.412885747,0
3681,1.54786,-8.28949,-0.91799,2.275,-1.912,0.19,0.763,-13.791,-2.103,1.329,-12.49925,-1.23125,1.531,-8.2365,-0.954,1.77275,-4.977,-0.573,0.10742474,15.36241413,0.35653899,0.327757136,3.919491565,0.597108859,0
3682,1.53957,-9.90873,-1.82034,2.31,-3.426,-1.343,0.763,-11.881,-2.347,1.196,-11.119,-2.301,1.4865,-10.611,-1.629,1.72325,-8.478,-1.522,0.138392285,3.415869397,0.139754484,0.372011136,1.848207076,0.373837511,0
3683,1.47119,-10.32885,-1.74516,2.296,-8.047,-0.192,0.766,-13.029,-2.311,1.244,-10.731,-2.132,1.3395,-10.3,-1.919,1.59,-9.5565,-1.545,0.141177694,1.886849628,0.276228274,0.375736203,1.373626451,0.525574233,0
3684,0.86182,-6.09524,-1.83303,1.485,-1.198,-0.79,0.371,-10.252,-3.545,0.377,-9.772,-1.99425,0.766,-6.8865,-1.55,1.437,-2.157,-1.43725,0.215096968,12.127236,0.468228569,0.463785476,3.482418126,0.684272292,0
3685,0.66061,-7.49611,-1.55645,1.341,-2.971,-0.958,-0.192,-10.358,-2.106,0.525,-8.338,-1.726,0.742,-7.329,-1.51,0.81,-6.851,-1.341,0.108627818,2.465184578,0.098524227,0.329587345,1.570090627,0.313885692,0
3686,0.42794,-8.05811,-1.94735,1.723,-4.215,-1.247,-0.573,-14.951,-3.078,-0.096,-10.917,-2.266,0.19,-6.706,-1.912,1.126,-5.3555,-1.581,0.448695036,11.69803564,0.175232548,0.669847025,3.42023912,0.418607868,0
3687,0.50867,-7.84898,-1.98082,1.151,-2.682,-1.162,-0.481,-10.538,-3.209,0.1755,-9.388,-2.13675,0.575,-9.1445,-1.964,0.813,-6.609,-1.581,0.192600921,6.95247672,0.166309688,0.438863215,2.63675496,0.407810848,0
3688,0.41122,-9.16381,-2.08597,0.766,-8.095,-1.629,0.084,-10.538,-2.681,0.371,-9.57225,-2.305,0.388,-9.15,-2.108,0.573,-8.82,-1.915,0.031259132,0.468312134,0.055246089,0.176802521,0.68433335,0.235044866,0
3689,0.16183,-9.14089,-1.97172,0.489,-6.705,-1.51,-0.195,-11.544,-2.66,-0.048,-10.992,-2.253,0.19,-8.528,-1.915,0.382,-8.239,-1.629,0.055256821,2.702838058,0.095442662,0.235067695,1.644031039,0.308937958,0
3690,0.17076,-8.887,-1.28163,0.406,-7.758,-1.006,-0.383,-10.73,-1.916,-0.001,-9.192,-1.341,0.19,-8.826,-1.245,0.3455,-8.454,-1.15,0.034795862,0.23077406,0.032717213,0.186536491,0.480389488,0.180879001,0
3691,-0.07785,-9.46671,-1.24718,0.573,-7.472,-0.265,-1.319,-11.875,-1.916,-0.192,-10.346,-1.534,-0.1885,-9.103,-1.331,0.196,-8.767,-1.052,0.154215648,1.050761846,0.109311888,0.392703002,1.025066752,0.330623483,0
3692,-0.04207,-8.61835,-0.71981,0.573,-6.898,-0.193,-1.151,-11.875,-1.15,-0.2335,-8.915,-0.79,-0.018,-8.719,-0.756,0.18,-7.618,-0.672,0.084835785,1.279058188,0.048680974,0.291265832,1.130954547,0.220637653,0
3693,-0.05039,-9.66412,-1.43243,1.718,-3.447,0.021,-1.343,-14.563,-2.876,-0.778,-13.797,-1.96575,0.142,-9.486,-1.054,0.382,-6.898,-0.8995,0.798318698,14.22739509,0.514844125,0.89348682,3.771921935,0.717526393,0
3694,-0.66005,-5.86019,-0.90911,0.671,-0.576,0.359,-2.323,-11.303,-1.677,-0.766,-10.78725,-1.4505,-0.481,-4.982,-1.245,-0.373,-2.8685,-0.528,0.400715908,15.97003619,0.391616858,0.633021254,3.996252769,0.625792983,0
3695,-0.05089,-12.25378,-0.74614,1.244,-8.288,0.958,-1.531,-18.388,-1.581,-0.479,-13.7845,-1.302,-0.169,-11.486,-0.79,0.478,-9.39,-0.096,0.502340558,11.22020385,0.4628011,0.708759873,3.349657274,0.680294863,0
3696,-0.47281,-9.94164,-0.43782,0.765,-7.67,1.16,-2.298,-14.969,-1.127,-0.7435,-11.171,-0.768,-0.379,-9.245,-0.578,0.072,-8.053,-0.262,0.737751154,5.57291311,0.313217008,0.858924417,2.360701826,0.559657938,0
3697,-0.32948,-6.86229,-0.46019,0.765,-3.838,0.052,-1.557,-9.953,-1.343,-0.772,-8.053,-0.79,-0.096,-7.862,-0.383,0.001,-4.646,-0.0375,0.39437879,3.783214366,0.163540494,0.627995852,1.94504868,0.404401402,0
3698,-0.84238,-9.048,0.33417,0.958,-1.918,1.521,-2.302,-14.951,-1.198,-1.915,-12.12,0.036,-0.6715,-9.583,0.385,-0.187,-6.887,0.671,0.989048176,16.0274935,0.365696421,0.994509012,4.003435212,0.604728386,0
3699,-0.74886,-10.04839,0.10941,0.388,-9.101,0.742,-1.245,-10.924,-0.481,-1.055,-10.5305,-0.10675,-0.762,-10.336,0.0435,-0.581,-9.558,0.382,0.15166482,0.339112458,0.079872642,0.389441678,0.582333631,0.282617483,0
3700,-1.20035,-7.76344,0.43673,-0.383,-4.215,1.485,-2.199,-10.73,-0.769,-1.528,-9.89,0.094,-1.174,-7.27,0.406,-0.772,-5.426,0.763,0.186269928,5.886141946,0.223530297,0.431589999,2.426137248,0.472789908,0
3701,-0.76821,-11.37579,0.8498,0.501,-6.155,1.154,-2.108,-13.041,0.383,-1.153,-12.358,0.717,-0.758,-12.077,0.777,-0.265,-10.352,1.0705,0.503782706,2.373234206,0.0500483,0.709776518,1.540530495,0.223714774,0
3702,-0.53345,-9.51624,0.87836,0.335,-4.792,1.245,-1.151,-12.837,0.287,-0.79,-12.444,0.768,-0.648,-9.7365,0.867,-0.337,-6.514,1.054,0.155779308,8.650864702,0.04690507,0.394688874,2.941235234,0.216575784,0
3703,-1.06275,-8.86887,1.24244,-0.037,-4.022,1.916,-1.906,-14.37,0.766,-1.462,-11.45,1.076,-1.1505,-9.1925,1.149,-0.7845,-6.202,1.485,0.217968868,9.003716973,0.078630326,0.466871361,3.000619432,0.280410996,0
3704,-1.41739,-8.53799,1.1761,-0.091,-6.226,1.533,-2.298,-12.647,0.719,-1.94,-9.288,1.102,-1.522,-8.1495,1.148,-1.15,-7.329,1.244,0.338914878,2.74973875,0.03025223,0.582163961,1.658233623,0.173931682,0
3705,-0.29544,-10.11894,1.50971,1.154,-6.226,2.203,-1.34,-12.743,0.665,-0.769,-11.677,1.338,-0.287,-10.336,1.533,-0.025,-9.15,1.832,0.274656026,3.358937376,0.167956926,0.524076356,1.832740401,0.409825482,0
3706,-0.9655,-8.47257,1.54525,0.046,-6.514,2.109,-1.906,-11.09,1.196,-1.3535,-9.004,1.292,-1.0785,-8.526,1.509,-0.719,-7.758,1.819,0.33922457,1.787800365,0.082897128,0.582429884,1.337086521,0.287918613,0
3707,-1.34878,-10.27259,2.02863,-0.121,-8.037,2.491,-1.73,-11.59,1.579,-1.545,-10.73,1.892,-1.531,-10.541,1.95,-1.145,-9.962,2.26275,0.146972192,0.638364982,0.065920693,0.383369524,0.79897746,0.256750254,0
3708,-0.77374,-8.24873,2.45532,2.105,-6.904,3.018,-1.539,-9.869,1.537,-1.199,-8.67,2.203,-1.15,-8.037,2.501,-0.4735,-7.89225,2.693,0.688935612,0.475230037,0.128385018,0.830021453,0.689369304,0.358308551,0
3709,2.9443,-9.9524,1.03555,3.834,-8.911,1.913,0.771,-10.442,0.754,2.495,-10.059,0.771,3.1245,-9.966,0.9515,3.555,-9.941,1.1455,0.65265287,0.09075814,0.087514028,0.80786934,0.301260917,0.295827699,0
3710,0.6476,-8.59766,2.1027,3.256,-7.618,2.251,0.01,-9.962,1.579,0.046,-9.192,2.1005,0.244,-8.6495,2.106,1.114,-7.666,2.1065,0.67611486,0.601066204,0.01158277,0.822262039,0.775284596,0.107623278,0
3711,1.46807,-9.60873,0.90054,3.639,-8.814,1.341,-0.765,-10.37,0.382,-0.564,-10.345,0.671,1.389,-9.592,0.8615,3.401,-9.011,1.15,3.126311945,0.356130937,0.097754028,1.768137988,0.596767071,0.312656406,0
3712,1.47471,-9.64452,0.67564,2.587,-9.534,0.771,0.144,-9.941,0.406,0.232,-9.676,0.575,1.868,-9.589,0.742,2.394,-9.58,0.768,0.998334086,0.01425203,0.01228805,0.999166696,0.119381865,0.110851479,0
3713,0.96877,-8.75292,1.41292,1.534,-7.953,1.868,0.385,-9.917,0.771,0.525,-9.50175,1.093,0.983,-8.6985,1.531,1.34225,-8.04075,1.724,0.178892637,0.464854854,0.126130614,0.422957016,0.68180265,0.35514872,0
3714,1.09216,-9.62613,0.80888,1.533,-9.2,1.196,0.742,-9.87,0.575,0.77025,-9.772,0.742,1.172,-9.604,0.76,1.198,-9.576,0.861,0.065730654,0.024099073,0.021020726,0.256379902,0.155238762,0.14498526,0
3715,1.041,-9.37308,1.02482,1.533,-8.442,1.521,0.766,-9.677,0.763,0.903,-9.592,0.771,0.9575,-9.5845,0.957,1.148,-9.197,1.172,0.04065736,0.140117434,0.063008948,0.201636703,0.374322633,0.251015831,0
3716,0.92849,-9.11651,1.17076,1.054,-8.442,1.531,0.789,-9.586,0.789,0.861,-9.58,0.946,0.958,-9.198,1.148,0.958,-8.627,1.485,0.00475133,0.20407345,0.072805722,0.068929891,0.451744895,0.269825355,0
3717,1.11118,-9.44539,0.92966,1.53,-8.838,1.172,0.742,-9.582,0.742,0.763,-9.57,0.765,1.149,-9.57,0.885,1.44825,-9.3635,1.1395,0.094475728,0.041276098,0.029903804,0.307369041,0.203165199,0.172927165,0
3718,0.90991,-9.08443,1.09865,1.148,-8.67,1.338,0.765,-9.576,0.789,0.861,-9.394,0.962,0.863,-9.014,1.148,0.9635,-8.719,1.172,0.010065182,0.109104745,0.018757408,0.10032538,0.330310074,0.136957685,0
3719,0.97043,-9.37292,0.94976,1.198,-9.007,1.34,0.766,-9.579,0.669,0.771,-9.57,0.765,0.9825,-9.487,0.789,1.15,-9.192,1.172,0.028973885,0.042548894,0.044742302,0.17021717,0.206273832,0.211523763,0
3720,1.03649,-9.32677,1.05328,1.16,-9.007,1.244,0.777,-9.582,0.861,0.909,-9.49875,0.9565,1.126,-9.388,1.054,1.151,-9.15875,1.154,0.01898813,0.039165757,0.015187282,0.137797423,0.197903403,0.123236689,0
3721,1.03897,-9.25318,1.12617,1.154,-9.152,1.245,0.91,-9.58,0.861,0.957,-9.293,1.102,1.028,-9.198,1.15,1.147,-9.174,1.22,0.007635709,0.010253448,0.011980841,0.087382545,0.101259309,0.109457029,0
3722,1.05079,-9.36759,1.03065,1.148,-9.203,1.148,0.958,-9.579,0.957,0.962,-9.4765,0.958,1.054,-9.389,1.052,1.144,-9.293,1.076,0.006833806,0.011898022,0.004500108,0.082666837,0.109078054,0.067082841,0
3723,1.01935,-9.26597,1.05331,1.144,-9.198,1.15,0.814,-9.388,0.957,0.955,-9.293,0.961,1.029,-9.245,1.102,1.138,-9.203,1.148,0.012229928,0.004359269,0.006938694,0.110589003,0.066024761,0.083298823,0
3724,1.00404,-9.2066,1.03743,1.102,-9.195,1.138,0.862,-9.245,0.957,0.958,-9.209,0.968,0.964,-9.2,1.052,1.054,-9.197,1.102,0.003296938,0.00017898,0.003240625,0.057418972,0.013378341,0.056926489,0
3725,1.00958,-9.31172,1.0105,1.138,-9.186,1.102,0.952,-9.484,0.958,0.957,-9.388,0.968,0.968,-9.293,1.004,1.054,-9.243,1.052,0.004340944,0.006590902,0.00159699,0.065885838,0.081184368,0.039962357,0
3726,1.05196,-9.20491,1.10272,1.15,-9.152,1.15,0.958,-9.39,0.98,0.968,-9.221,1.054,1.054,-9.203,1.126,1.148,-9.186,1.148,0.006655118,0.001368962,0.002090122,0.081578909,0.036999485,0.045717848,0
3727,1.0651,-9.20142,1.10562,1.15,-9.186,1.154,0.958,-9.221,0.958,0.96,-9.209,1.052,1.053,-9.197,1.147,1.144,-9.192,1.148,0.00579351,8.44836E-05,0.002456876,0.07611511,0.009191496,0.04956688,0
3728,1.12294,-9.2523,1.10664,1.15,-9.197,1.15,0.958,-9.378,0.958,1.126,-9.293,1.052,1.144,-9.245,1.126,1.148,-9.221,1.148,0.002006936,0.00143121,0.00291705,0.044798844,0.037831336,0.054009725,0
3729,0.01182,0.12418,9.94484,0.096,0.24,10.152,-0.145,0.042,9.772,-0.043,0.094,9.867,-0.006,0.118,9.965,0.094,0.144,9.986,0.004806868,0.001273888,0.012454914,0.069331577,0.035691562,0.111601588,0
3730,0.10104,0.19163,10.02694,0.19,0.287,10.153,0,0.046,9.772,0.094,0.19,9.963,0.096,0.19,10.058,0.168,0.1975,10.149,0.003006278,0.002802273,0.014923876,0.054829539,0.052936501,0.122163319,0
3731,0.0316,0.13969,10.04404,0.18,0.286,10.249,-0.169,0.018,9.772,-0.022,0.094,9.965,0.023,0.118,10.058,0.096,0.193,10.177,0.0095649,0.004538774,0.029095098,0.097800307,0.067370423,0.170572854,0
3732,0.26397,0.15538,10.01271,0.383,0.359,10.251,0.144,-0.001,9.772,0.202,0.018,9.962,0.287,0.1915,9.965,0.287,0.238,10.02675,0.004279589,0.015856476,0.010286806,0.065418568,0.125922498,0.101423892,0
3733,0.35033,0.45368,10.19265,0.575,0.621,10.345,0.096,0.286,10.058,0.192,0.382,10.058,0.308,0.476,10.155,0.383,0.527,10.335,0.019730941,0.007983418,0.014973688,0.140466868,0.089349973,0.12236702,0
3734,0.44817,0.65019,10.08269,0.671,0.862,10.227,0.335,0.406,9.818,0.371,0.51325,10.058,0.383,0.6455,10.153,0.551,0.766,10.155,0.010125881,0.022382774,0.011519034,0.100627437,0.149608736,0.107326762,0
3735,0.24105,0.8428,9.91571,0.394,1.15,10.008,-0.085,0.573,9.77,0.15,0.66875,9.939,0.371,0.783,9.939,0.383,0.958,9.962,0.027376508,0.03685458,0.005886046,0.165458477,0.191975467,0.07672057,0
3736,-0.13631,0.53682,9.66672,0,0.76,9.939,-0.293,0.359,9.387,-0.192,0.394,9.58,-0.096,0.573,9.591,-0.094,0.621,9.77,0.006247154,0.017000228,0.016754342,0.079038939,0.130384921,0.129438563,0
3737,-0.175,0.58486,9.84444,0,0.76,9.962,-0.379,0.286,9.579,-0.337,0.388,9.77,-0.187,0.67,9.82,-0.006,0.745,9.939,0.0233808,0.02712068,0.013591446,0.152907815,0.164683577,0.116582359,0
3738,0.13032,0.7146,9.95725,0.359,0.768,9.986,0,0.576,9.818,0.022,0.671,9.939,0.118,0.742,9.963,0.192,0.765,9.986,0.013599758,0.00346354,0.000776568,0.116617999,0.058851848,0.027866961,0
3739,0.03518,0.80174,9.72972,0.359,1.054,9.962,-0.192,0.742,9.579,-0.085,0.76,9.603,0.001,0.766,9.772,0.19,0.78175,9.772,0.027533588,0.007219872,0.013109202,0.165932479,0.084969832,0.114495422,0
3740,-0.04547,0.95898,9.64423,0,1.15,9.89,-0.192,0.768,9.579,-0.048,0.789,9.579,-0.048,0.958,9.58,-0.037,1.138,9.766,0.000624669,0.02147178,0.008762177,0.024993381,0.146532521,0.093606501,0
3741,0.31963,1.08924,10.02474,0.813,1.244,10.369,-0.012,0.813,9.58,0.186,0.957,9.939,0.359,1.147,9.9595,0.43625,1.16,10.203,0.051067513,0.013023442,0.042771252,0.225981223,0.114120298,0.206812119,0
3742,0.58008,1.47589,9.71401,1.102,1.921,10.323,0.335,0.958,9.39,0.43,1.226,9.582,0.478,1.527,9.724,0.754,1.723,9.77,0.053434474,0.084127038,0.03008751,0.231158979,0.290046613,0.173457516,0
3743,0.29443,1.60356,10.51224,1.151,1.82,11.016,-0.482,1.521,9.579,0,1.531,10.351,0.383,1.5355,10.634,0.573,1.723,10.731,0.188605525,0.011213426,0.126255782,0.434287376,0.105893467,0.355324897,0
3744,-0.44275,1.61171,10.10189,0.383,1.91,10.634,-1.726,1.521,9.387,-0.768,1.534,9.903,-0.383,1.579,10.107,-0.13575,1.723,10.346,0.316085648,0.008913906,0.106741618,0.562214948,0.094413484,0.326713357,0
3745,-0.08258,1.34277,9.35462,0.754,1.543,9.77,-0.395,0.968,8.956,-0.386,1.172,9.207,-0.385,1.3465,9.243,0.0525,1.531,9.579,0.155930284,0.026082557,0.045372656,0.394880088,0.161500951,0.213008581,0
3746,-0.09581,0.79797,9.7704,0.748,1.15,10.335,-0.576,0.576,8.86,-0.379,0.719,9.291,-0.0965,0.766,9.951,0.09,0.813,10.107,0.063613894,0.017558709,0.16921976,0.252217949,0.132509279,0.411363294,0
3747,0.21171,0.82861,9.39662,1.921,1.962,10.153,-0.744,0.036,7.664,-0.576,0.046,9.005,-0.085,0.9065,9.399,0.742,1.244,9.968,0.620528726,0.327836818,0.365608436,0.787736457,0.572570361,0.604655634,0
3748,0.25337,1.74029,9.66472,1.892,2.108,11.501,-0.72,1.16,6.705,-0.1225,1.439,8.239,0.208,1.819,10.3695,0.75675,2.06,10.728,0.425517293,0.109404506,2.049428062,0.652316866,0.33076352,1.431582363,0
3749,0.49565,1.40147,11.2026,1.534,1.651,11.71,-0.048,0.952,10.514,0.19,1.341,11.117,0.286,1.486,11.21,0.766,1.537,11.49725,0.187919968,0.026762089,0.10889138,0.433497367,0.163591226,0.329986939,0
3750,0.12092,1.13893,10.06543,1.16,1.555,10.752,-1.247,0.789,9.769,-0.371,1.054,9.939,0.286,1.102,9.965,0.763,1.1485,10.153,0.380201434,0.026103625,0.067462165,0.616604763,0.161566163,0.259734798,0
3751,0.24747,1.07555,9.78577,0.573,1.82,10.724,-0.337,0.551,9.195,0.094,0.742,9.61425,0.31,0.958,9.915,0.371,1.52875,9.951,0.047306049,0.162538948,0.115479497,0.217499538,0.403161193,0.339822744,0
3752,0.58785,-0.01308,9.38173,1.245,0.569,9.963,-0.048,-0.576,8.906,0.284,-0.386,9.219,0.573,0.014,9.3915,0.7665,0.3895,9.574,0.128489388,0.172759034,0.064274017,0.358454164,0.415642916,0.253523208,0
3753,0.55362,-0.35054,9.29338,0.754,0.383,9.867,0.168,-0.576,8.814,0.38275,-0.575,9.10525,0.575,-0.479,9.262,0.671,-0.172,9.507,0.028364496,0.076001188,0.090231156,0.168417623,0.27568313,0.300385012,0
3754,0.13727,0.54645,10.21069,0.742,0.763,10.74,-0.187,-0.048,9.77,-0.096,0.38675,9.986,0.131,0.591,10.058,0.286,0.754,10.441,0.058073697,0.049779468,0.083559774,0.240984848,0.223113127,0.289067075,0
3755,0.29549,0.25587,11.24421,0.813,0.861,11.501,-0.479,-0.19,10.74,-0.094,-0.096,11.05275,0.4305,0.02,11.306,0.742,0.76275,11.475,0.19196541,0.172154233,0.057951186,0.438138574,0.41491473,0.240730525,0
3756,-0.43254,0.65024,10.29492,-0.096,0.861,10.734,-0.624,0.385,9.772,-0.576,0.57125,10.153,-0.479,0.676,10.345,-0.193,0.76875,10.348,0.026846788,0.020058502,0.057164934,0.163849896,0.141628042,0.239091894,0
3757,0.03481,0.69076,9.46537,0.754,0.789,9.866,-0.265,0.573,8.909,-0.187,0.576,9.197,-0.061,0.719,9.556,0.1825,0.78,9.698,0.070559074,0.008360822,0.080785093,0.26562958,0.091437533,0.284227186,0
3758,0.19122,0.47657,9.07297,0.811,0.955,9.915,-0.72,-0.085,8.383,-0.048,-0.0015,8.812,0.096,0.748,9.007,0.671,0.789,9.219,0.155929472,0.167956145,0.142970329,0.394879059,0.40982453,0.378114175,0
3759,0.86535,0.01315,10.16538,1.509,0.789,10.734,-0.379,-0.672,9.387,0.74,-0.383,10.058,0.789,0.131,10.205,1.148,0.377,10.34,0.134798708,0.181898348,0.090378916,0.367149435,0.426495425,0.300630863,0
3760,0.3517,0.70182,10.205,0.765,1.485,10.345,-0.048,0.042,9.782,0.189,0.1915,10.105,0.24,0.7615,10.251,0.573,1.265,10.335,0.04931441,0.267774728,0.02395558,0.22206848,0.517469543,0.154775903,0
3761,0.12882,0.08444,10.01648,0.383,0.479,10.155,-0.181,-0.564,9.782,-0.049,-0.385,9.95825,0.144,0.356,10.058,0.359,0.406,10.059,0.032440548,0.151144586,0.01202795,0.180112597,0.388773181,0.109672009,0
3762,-0.08109,0.23307,9.70315,0.766,0.573,10.335,-0.961,-0.385,9.393,-0.198,0.046,9.579,-0.169,0.383,9.603,0.18925,0.406,9.83025,0.118294862,0.075942325,0.051275488,0.343940201,0.275576351,0.226440914,0
3763,0.09498,0.15922,10.09052,0.861,0.383,10.561,-1.127,-0.144,9.773,0.046,-0.012,9.939,0.202,0.0575,9.974,0.34625,0.38,10.155,0.22918482,0.038736372,0.05122525,0.478732514,0.196815578,0.226329957,0
3764,0.24649,-0.5107,9.91679,1.052,-0.145,10.724,-0.672,-0.79,9.173,0,-0.575,9.556,0.142,-0.479,9.939,0.379,-0.385,10.34,0.18717585,0.03056655,0.233793666,0.432638244,0.17483292,0.483522146,0
3765,-0.09136,-0.12577,9.65814,0.385,0.573,10.01,-0.768,-0.79,9.219,-0.385,-0.53975,9.385,-0.192,-0.24,9.769,0.377,0.382,9.867,0.13114829,0.213366677,0.06731168,0.362144019,0.46191631,0.259444947,0
3766,-0.32432,-0.23513,9.8778,0.572,0.478,10.628,-0.814,-0.814,9.219,-0.61575,-0.74925,9.772,-0.192,-0.331,9.878,-0.132,0.24,9.965,0.116421878,0.212111653,0.08880536,0.341206503,0.460555809,0.298002282,0
3767,0.40685,-0.73778,10.66402,0.76,-0.575,10.92,-0.085,-0.957,9.962,0.3845,-0.768,10.682,0.388,-0.765,10.752,0.572,-0.723,10.752,0.054825688,0.008343892,0.05445288,0.234148858,0.091344905,0.233351408,0
3768,-0.32075,-0.59553,10.2198,0.573,-0.385,10.752,-1.148,-0.762,9.776,-0.768,-0.67125,10.01,-0.395,-0.576,10.153,-0.024,-0.575,10.348,0.164135768,0.006535129,0.06391808,0.405136727,0.080840145,0.252820252,0
3769,-0.19998,-0.66323,9.54263,0.168,-0.552,10.153,-0.768,-0.766,9.243,-0.386,-0.765,9.279,-0.192,-0.672,9.507,0.022,-0.576,9.776,0.05129368,0.008445377,0.078195553,0.22648108,0.091898733,0.279634678,0
3770,0.18928,-0.92885,9.35714,0.777,-0.599,9.915,-0.479,-1.151,9.004,0,-1.103,9.173,0.022,-0.96,9.294,0.382,-0.7675,9.483,0.130544862,0.030132888,0.05838242,0.361309925,0.17358827,0.241624544,0
3771,0.00719,-0.22773,9.63846,0.18,0.19,9.915,-0.479,-0.862,9.385,-0.001,-0.575,9.556,0.045,-0.025,9.585,0.096,0.0465,9.769,0.024376034,0.109590257,0.022120428,0.156128261,0.331044192,0.14872938,0
3772,0.3695,0.63968,9.46833,0.766,0.861,10.155,0,0.19,9.207,0.249,0.466,9.365,0.287,0.76,9.388,0.573,0.768,9.579,0.04432697,0.033019738,0.047917601,0.210539711,0.181713339,0.218900893,0
3773,0.55277,0.14774,10.38779,0.771,0.385,10.634,0.19,-0.001,10.061,0.454,0.094,10.345,0.573,0.142,10.357,0.754,0.18925,10.514,0.036278257,0.009756452,0.018541726,0.19046852,0.098774756,0.136168006,0
3774,0.54336,0.14009,10.00098,0.765,0.382,10.345,0.202,0.006,9.782,0.478,0.046,9.9555,0.551,0.144,9.962,0.573,0.192,9.986,0.01997013,0.009938402,0.0142468,0.141315712,0.099691534,0.119359958,0
3775,0.59633,0.1908,10.07155,0.861,0.382,10.323,0.168,0.018,9.766,0.569,0.106,9.963,0.573,0.19,10.058,0.754,0.193,10.1665,0.018115581,0.0117407,0.021816768,0.134594135,0.108354511,0.147705002,0
