valorsubv,media_ax,media_ay,media_az,max_ax,max_ay,max_az,min_ax,min_ay,min_az,q1_ax,q1_ay,q1_az,q2_ax,q2_ay,q2_az,q3_ax,q3_ay,q3_az,var_ax,var_ay,var_az,std_ax,std_ay,std_az,nivel_riesgo
121,0.45552,0.36519,10.09374,0.719,0.479,10.451,0.19,0.286,9.58,0.371,0.289,9.77,0.478,0.382,10.177,0.575,0.406,10.323,0.02032053,0.003417374,0.067236672,0.142550095,0.058458309,0.259300352,0
122,0.29525,0.39082,9.95029,0.388,0.573,10.297,0.18,0.287,9.58,0.214,0.335,9.939,0.286,0.382,9.951,0.382,0.476,9.974,0.006263148,0.006300488,0.014504246,0.07914005,0.079375611,0.120433575,0
123,0.44994,0.47518,10.07471,0.575,0.579,10.346,0.286,0.383,9.951,0.385,0.394,9.963,0.473,0.481,10.01,0.478,0.525,10.15825,0.006080256,0.004831028,0.017688606,0.077975999,0.069505594,0.132998518,0
124,0.54004,0.43496,10.1122,0.765,0.719,10.203,0.286,0.094,9.766,0.406,0.196,10.061,0.478,0.479,10.152,0.72475,0.579,10.156,0.028187118,0.041900278,0.00538498,0.167890197,0.204695575,0.073382423,0
125,0.21079,0.15007,10.13279,0.394,0.742,10.465,-0.025,-0.361,9.782,0.019,-0.1935,9.965,0.2865,0.09,10.0475,0.371,0.4085,10.447,0.031290366,0.135978185,0.060774766,0.17689083,0.3687522,0.246525386,0
126,-0.05186,0.26411,10.12119,0.19,0.754,10.251,-0.469,-0.144,9.963,-0.085,-0.001,10.107,0,0.249,10.153,0.046,0.573,10.159,0.03118678,0.083086658,0.005866194,0.176597793,0.288247564,0.076591082,0
127,0.41195,0.50923,9.77735,0.576,0.765,10.153,0.018,0.19,9.291,0.334,0.371,9.579,0.388,0.3895,9.962,0.573,0.765,10.01,0.019237948,0.048216397,0.083261727,0.138700928,0.219582324,0.288551083,0
128,0.46738,0.16722,9.90045,0.576,0.335,10.249,0.24,0.036,9.579,0.478,0.1365,9.77,0.479,0.144,9.9625,0.525,0.19,9.999,0.006180756,0.004428612,0.034276128,0.078617782,0.066547814,0.185138131,0
129,0.30699,0.62966,9.69863,0.478,1.051,9.915,0.094,0.289,9.579,0.211,0.527,9.591,0.382,0.573,9.718,0.382,0.76125,9.76925,0.00989707,0.042122164,0.009598153,0.099484018,0.20523685,0.097970164,0
130,0.02862,1.19997,9.63436,0.18,1.437,9.866,-0.091,1.004,9.579,-0.024,1.102,9.58,0.01,1.16,9.582,0.093,1.341,9.688,0.003086616,0.015103329,0.00647145,0.055557318,0.122895602,0.080445326,0
131,0.44595,1.04797,9.93716,0.771,1.316,10.346,0.046,0.813,9.585,0.168,0.955,9.81925,0.526,0.968,9.962,0.75625,1.148,10.105,0.067293747,0.012481389,0.047206754,0.259410384,0.111720137,0.217271154,0
132,0.39333,1.25023,10.12552,0.768,1.527,10.369,0.274,1.144,9.772,0.286,1.15,9.986,0.359,1.1505,10.153,0.43,1.437,10.323,0.017643761,0.019456977,0.03845859,0.13282982,0.139488269,0.196108617,0
133,0.6462,1.43348,9.98248,0.777,1.53,10.227,0.382,1.247,9.766,0.38275,1.346,9.957,0.754,1.437,9.962,0.763,1.509,9.986,0.0287165,0.00826237,0.01733921,0.169459435,0.090897578,0.131678433,0
134,0.93058,1.17724,9.49992,1.144,1.34,9.766,0.573,1.15,9.291,0.777,1.154,9.435,0.9565,1.16,9.556,1.03,1.178,9.574,0.019574404,0.001229162,0.017996974,0.139908554,0.035059412,0.134152799,0
135,0.57488,0.848,9.89555,0.958,1.293,10.733,0.38,0.43,9.435,0.481,0.575,9.58,0.573,0.768,9.958,0.623,1.1315,10.153,0.012806606,0.0666227,0.080780047,0.113166274,0.258113735,0.28421831,0
136,0.35266,0.26787,10.66255,0.573,0.671,10.923,0.046,0.022,10.441,0.335,0.192,10.53425,0.382,0.286,10.724,0.406,0.332,10.74,0.020164264,0.022962413,0.023900608,0.142000931,0.151533538,0.154598213,0
137,0.1919,-0.02632,10.12095,0.406,0.045,10.441,-0.037,-0.102,9.585,0.045,-0.05875,9.769,0.144,-0.006,10.351,0.359,-0.001,10.351,0.01915067,0.002027618,0.092293487,0.138385946,0.045029075,0.303798432,0
138,0.22229,-0.2101,9.22933,0.551,0.012,9.484,-0.001,-0.385,9.016,0.036,-0.37975,9.191,0.192,-0.192,9.201,0.38,-0.048,9.291,0.030829626,0.02182233,0.016181521,0.175583672,0.14772383,0.127206608,0
139,0.96016,0.2017,9.10336,2.298,0.813,9.773,0.19,-0.482,7.951,0.382,-0.0225,9.101,0.525,0.1365,9.191,1.494,0.573,9.243,0.569455234,0.13952227,0.20899315,0.754622577,0.3735268,0.457157687,0
140,0.5327,0.56597,10.78742,1.293,1.629,11.685,0.202,-0.672,9.101,0.371,-0.00675,9.77,0.383,0.391,11.209,0.573,1.509,11.493,0.08158653,0.568130729,0.759448684,0.285633559,0.753744472,0.87146353,0
141,0.20449,-0.21491,10.09791,0.766,0.43,11.493,-0.241,-0.814,9.532,-0.048,-0.772,9.603,0.19,-0.1895,9.963,0.575,0.3835,10.343,0.11321453,0.253407962,0.329151822,0.336473669,0.503396426,0.573717545,0
142,0.55126,0.10355,9.78875,0.861,0.551,9.915,0.093,-0.379,9.484,0.3905,-0.216,9.626,0.597,0.094,9.867,0.672,0.43,9.915,0.039906132,0.110907228,0.015580108,0.199765193,0.333027367,0.124820301,0
143,0.29716,0.46314,10.07614,0.671,0.763,10.706,0.093,0.37,9.772,0.094,0.383,9.951,0.19,0.391,9.951,0.4305,0.527,10.155,0.043088814,0.01055736,0.0557164,0.207578454,0.102749017,0.236043217,0
144,0.0947,0.68804,9.87481,0.671,1.102,10.538,-0.769,0.383,9.481,-0.216,0.394,9.68,0.191,0.681,9.818,0.425,0.965,9.939,0.13968453,0.074659718,0.055524094,0.373743936,0.273239306,0.235635511,0
145,0.59883,0.64834,10.00467,0.862,1.054,10.586,0.383,0.385,9.579,0.388,0.563,9.626,0.575,0.6685,9.96,0.789,0.768,10.34525,0.039003541,0.029944164,0.125556101,0.197493142,0.173043822,0.354338964,0
146,0.28495,0.35979,10.2614,0.668,0.862,10.586,0.004,-0.006,9.674,0.1435,0.093,10.155,0.287,0.288,10.251,0.382,0.6185,10.343,0.020611048,0.090144686,0.03691256,0.143565482,0.300241046,0.192126417,0
147,0.24156,0.27527,9.79868,0.575,0.597,10.251,-0.003,0.046,9.58,0.045,0.072,9.591,0.238,0.377,9.8175,0.394,0.394,9.962,0.036869126,0.033098797,0.038410838,0.19201335,0.181930748,0.19598683,0
148,0.40946,0.06752,10.02467,0.962,0.19,10.543,-0.192,-0.048,9.574,0.096,0.03475,9.939,0.428,0.046,9.9655,0.742,0.09,10.1185,0.111423388,0.00409499,0.059050141,0.333801421,0.063992106,0.243002348,0
149,0.55013,-0.09068,10.04187,1.482,0,10.543,-0.72,-0.204,9.201,0.1495,-0.169,9.77125,0.569,-0.048,10.107,1.147,-0.048,10.346,0.422168813,0.004147178,0.121964713,0.649745191,0.064398584,0.349234467,0
150,0.25737,0.06184,9.87929,0.671,0.335,10.351,-0.048,-0.096,9.58,0.01,-0.02725,9.67,0.186,-0.001,9.766,0.497,0.189,10.155,0.053329433,0.015241534,0.073844566,0.230931663,0.123456609,0.271743566,0
151,0.2905,0.03231,10.14423,1.148,0.335,10.734,-0.575,-0.192,9.483,-0.043,-0.096,9.965,0.168,-0.0665,10.059,0.683,0.189,10.3285,0.19180099,0.030751874,0.089974497,0.437950899,0.175362122,0.299957492,0
152,0.36271,0.01636,9.99767,0.719,0.238,10.537,0.094,-0.181,9.615,0.35,-0.096,9.867,0.383,0,10.01,0.388,0.094,10.155,0.011335126,0.01042831,0.044100121,0.106466548,0.102119099,0.210000288,0
153,0.41113,0.27791,9.86203,0.563,0.478,10.149,0.24,0.094,9.615,0.371,0.118,9.772,0.406,0.335,9.864,0.479,0.371,9.968,0.006615093,0.015817262,0.017352129,0.081333223,0.125766696,0.13172748,0
154,0.45058,0.4339,9.92337,0.669,0.572,10.059,0.38,0.383,9.82,0.38,0.394,9.87,0.406,0.43,9.9385,0.479,0.479,9.963,0.006057124,0.00244129,0.005126793,0.077827525,0.049409412,0.071601628,0
155,0.69466,0.57372,10.14867,0.765,0.623,10.345,0.454,0.479,9.962,0.671,0.563,9.963,0.671,0.5705,10.155,0.76,0.579,10.345,0.006117964,0.001068502,0.023317301,0.078217417,0.032687943,0.152700036,0
156,0.48402,0.39755,9.9055,0.763,0.572,10.345,0.286,0.19,9.766,0.382,0.37025,9.782,0.388,0.412,9.915,0.575,0.478,9.963,0.02253542,0.008988048,0.02381365,0.150118019,0.094805314,0.15431672,0
157,0.43011,0.37454,9.89818,0.576,0.406,10.008,0.383,0.286,9.556,0.385,0.377,9.96,0.406,0.38,9.963,0.478,0.382,9.963,0.003426498,0.000433628,0.019725468,0.058536296,0.020823746,0.140447384,0
158,0.42949,0.22008,9.88227,0.573,0.383,10.153,0.359,-0.001,9.766,0.359,0.042,9.77,0.385,0.238,9.939,0.525,0.382,9.939,0.00696591,0.024612994,0.008800677,0.083462027,0.156885288,0.093811924,0
159,0.38066,0.11671,10.00493,0.575,0.19,10.153,0.19,-0.001,9.96,0.286,0.046,9.965,0.383,0.119,9.965,0.406,0.186,10.01,0.010685844,0.004895666,0.004843385,0.103372358,0.069969035,0.069594433,0
160,0.40941,0.18526,9.81367,0.621,0.371,10.177,0.244,0.09,9.465,0.334,0.094,9.582,0.383,0.19,9.866,0.569,0.214,9.986,0.013323722,0.005325892,0.070051601,0.115428428,0.072978712,0.26467263,0
161,0.54403,0.28281,10.12355,0.765,0.383,10.537,0.43,0.19,9.772,0.478,0.238,9.772,0.569,0.286,10.064,0.5735,0.359,10.514,0.005600829,0.004426114,0.104132728,0.074838687,0.066529046,0.32269603,0
162,0.35509,0.35932,9.86861,0.719,0.385,10.514,0.045,0.286,9.574,0.168,0.335,9.674,0.287,0.371,9.771,0.573,0.383,9.986,0.045093442,0.000884878,0.062506918,0.212352165,0.029746892,0.250013835,0
163,0.4994,0.31677,10.0925,0.765,0.394,10.346,0.286,0.19,9.674,0.38,0.238,9.772,0.43,0.374,10.153,0.635,0.388,10.346,0.03007562,0.006259337,0.06262439,0.17342324,0.079115972,0.250248656,0
164,0.28272,0.28679,9.87985,0.476,0.479,10.249,0.001,0.144,9.579,0.168,0.19,9.674,0.385,0.286,9.772,0.394,0.359,10.149,0.021293482,0.008041706,0.060470148,0.145922862,0.089675559,0.245906786,0
165,0.08,0.34365,9.78274,0.359,0.406,10.442,-0.19,0.214,9.579,-0.046,0.286,9.591,-0.001,0.377,9.771,0.286,0.38225,9.957,0.02477398,0.002470308,0.050528792,0.157397522,0.049702188,0.224786104,0
166,0.39337,0.47757,10.02387,0.766,0.76,10.351,-0.573,0.286,9.58,0.01,0.377,9.766,0.623,0.3825,10.059,0.695,0.575,10.251,0.164475913,0.016680365,0.068782553,0.405556301,0.129152488,0.262264281,0
167,0.61512,0.61768,9.95378,0.771,0.754,10.153,0.19,0.478,9.77,0.478,0.573,9.867,0.671,0.597,9.963,0.754,0.671,9.968,0.027337806,0.003524218,0.010201992,0.165341482,0.059365121,0.101004909,0
168,0.63438,0.59992,10.01844,0.765,1.144,10.155,0.385,0.286,9.867,0.479,0.385,9.962,0.671,0.478,10.01,0.742,0.766,10.061,0.013847696,0.071636054,0.006938426,0.117676232,0.267649124,0.083297217,0
169,1.37619,0.56682,10.13144,2.54,1.144,10.561,0.765,0.286,9.867,1.144,0.38075,9.962,1.341,0.572,10.1525,1.723,0.623,10.153,0.187095934,0.056749888,0.028556526,0.432545875,0.238222349,0.168986764,0
170,2.3877,0.29695,10.24927,3.018,0.575,10.538,1.915,0.096,9.915,1.926,0.25,10.159,2.37,0.287,10.345,2.682,0.34625,10.346,0.13615631,0.012941548,0.037332817,0.368993645,0.113760923,0.193217021,0
171,1.96305,0.30512,9.64625,2.587,0.525,9.915,1.341,0.042,9.387,1.724,0.189,9.556,1.819,0.382,9.577,2.106,0.383,9.773,0.122517568,0.019488746,0.022452027,0.350025096,0.139602097,0.149840006,0
172,1.61519,0.5275,9.99746,2.202,0.719,10.345,1.244,0.287,9.435,1.53,0.525,9.866,1.537,0.572,10.107,1.74775,0.575,10.177,0.055187574,0.00836911,0.058054508,0.234920357,0.09148284,0.240945032,0
173,3.3647,0.73598,10.07565,3.926,0.766,10.345,2.202,0.572,9.722,3.0825,0.695,9.963,3.496,0.765,10.059,3.826,0.765,10.165,0.26731581,0.002486,0.028093588,0.517025928,0.049859799,0.167611418,1
174,2.93734,0.52104,10.00804,3.443,0.765,10.441,2.67,0.335,9.579,2.778,0.394,9.844,2.873,0.527,9.957,2.968,0.575,10.155,0.047866284,0.014457038,0.047152578,0.218783647,0.120237425,0.217146445,1
175,2.99551,0.74453,10.03905,3.453,0.777,10.442,2.729,0.668,9.748,2.91125,0.742,9.82,2.956,0.754,10.131,3.018,0.765,10.155,0.02469409,0.000835169,0.048504467,0.157143533,0.028899292,0.220237298,1
176,3.29704,0.66307,10.11029,3.453,0.754,10.348,3.112,0.478,9.77,3.254,0.575,9.82,3.257,0.671,10.165,3.355,0.719,10.343,0.010426258,0.005144565,0.055174986,0.102109052,0.071725624,0.234893563,1
177,3.16269,0.19695,10.41088,3.437,0.669,10.718,3.064,-0.192,10.07,3.088,-0.025,10.2415,3.112,0.132,10.453,3.257,0.442,10.549,0.010255194,0.070258808,0.038954266,0.101267931,0.26506378,0.19736835,1
178,3.45957,0.63361,9.81919,3.832,0.76,10.335,3.064,0.406,9.568,3.251,0.575,9.673,3.399,0.621,9.723,3.688,0.742,9.95325,0.065330585,0.008269218,0.040360514,0.255598484,0.09093524,0.200899263,1
179,3.67636,0.50877,9.86618,4.07,0.742,10.058,3.449,0.238,9.291,3.616,0.394,9.772,3.64,0.569,9.957,3.736,0.573,9.963,0.01935971,0.009299197,0.029373208,0.139139176,0.096432345,0.171386136,1
180,4.09008,0.53727,9.59445,4.645,0.955,9.963,3.64,0.046,9.201,3.926,0.32275,9.387,3.974,0.4785,9.58,4.203,0.7725,9.772,0.070465254,0.084026577,0.059020268,0.265452922,0.289873381,0.242940872,1
181,4.85539,0.44253,10.13156,5.411,0.768,10.526,4.024,0.046,9.674,4.404,0.189,9.963,4.979,0.406,10.155,5.27025,0.669,10.249,0.219760778,0.060875769,0.034389066,0.468786495,0.246730154,0.185442893,2
182,4.11516,0.44822,9.9971,5.028,0.719,10.249,3.616,0.377,9.772,3.834,0.388,9.939,4.119,0.394,9.9585,4.203,0.478,10.01,0.108733514,0.007605472,0.01064113,0.329747653,0.087209355,0.103155853,1
183,3.93735,0.53325,10.18508,4.594,0.76,10.393,3.256,0.385,9.591,3.4665,0.479,10.152,3.834,0.481,10.153,4.311,0.575,10.346,0.166214208,0.007569048,0.036589674,0.407693767,0.087000273,0.191284274,1
184,3.04947,0.48384,10.15139,4.594,0.819,10.734,1.489,0.19,9.556,2.63425,0.382,9.915,3.066,0.406,10.275,3.64,0.669,10.343,0.650506889,0.039580874,0.097923358,0.806540073,0.198949427,0.312927081,1
185,3.7338,1.05989,9.78381,5.245,1.533,10.441,1.579,0.525,8.956,3.35375,0.76,9.481,3.687,1.029,9.915,4.118,1.34,9.974,0.47768834,0.112255798,0.175013234,0.691150013,0.335045964,0.418345831,1
186,4.50804,0.86872,10.4192,5.555,1.521,11.017,3.639,0.38,9.866,4.214,0.754,10.323,4.503,0.8645,10.372,4.66925,0.958,10.635,0.127491138,0.073931062,0.0812557,0.357059012,0.271902669,0.285053855,1
187,3.77123,0.53428,10.10514,4.934,0.719,10.632,2.394,0.286,9.01,3.112,0.382,9.915,3.926,0.575,10.357,4.2615,0.671,10.514,0.427617117,0.017961682,0.20323584,0.653924397,0.134021198,0.450816859,1
188,3.02335,0.47153,9.32183,4.598,0.766,10.54,1.819,0.19,8.07,2.275,0.222,8.811,2.968,0.394,9.197,3.639,0.763,9.603,0.666582168,0.050726549,0.433354881,0.816444834,0.225225552,0.658296955,1
189,3.32189,0.58676,9.7278,4.958,0.771,11.304,1.723,0.286,8.143,2.585,0.56,8.957,3.352,0.575,9.968,3.82,0.671,10.15375,0.678080018,0.014199522,0.66750382,0.823456142,0.119161749,0.81700907,1
190,3.52167,0.32213,10.63671,4.693,0.719,11.686,2.322,-0.006,9.39,3.066,0.093,10.01,3.259,0.377,10.921,3.918,0.49925,11.11325,0.408115761,0.059128913,0.398384346,0.638839386,0.243164375,0.631176953,1
191,2.76537,0.77425,10.41416,4.212,0.957,11.065,1.892,0.669,9.772,2.346,0.76,10.105,2.874,0.766,10.357,3.07,0.771,10.682,0.246314113,0.003244988,0.105716414,0.496300426,0.056964792,0.325140607,1
192,3.1919,0.79661,9.90402,4.191,1.144,10.734,1.938,0.525,9.194,2.658,0.648,9.2895,3.042,0.766,9.992,3.829,0.957,10.348,0.44784935,0.031800698,0.31947252,0.669215474,0.178327502,0.565219001,1
193,3.71922,0.70913,9.73124,4.407,1.054,10.535,3.042,0.394,9.101,3.067,0.501,9.387,3.8545,0.777,9.5855,4.191,0.9165,10.1535,0.254671232,0.047139093,0.194554122,0.504649613,0.217115391,0.441082897,1
194,2.365,0.57497,10.41585,3.736,1.006,10.74,1.244,0.19,9.974,1.808,0.407,10.345,2.275,0.573,10.357,2.873,0.77025,10.537,0.50729464,0.049762209,0.033749248,0.712246193,0.223074447,0.183709683,1
195,3.02071,0.51919,9.57479,4.012,1.138,10.538,1.34,0.036,8.624,2.85,0.286,8.718,3.112,0.501,9.779,3.449,0.768,10.155,0.428789566,0.073874994,0.441239026,0.654820255,0.271799547,0.664258252,1
196,2.54847,0.5204,10.35663,3.926,0.765,11.017,1.34,0.004,9.29,2.299,0.28025,9.968,2.5385,0.671,10.537,2.873,0.742,10.7605,0.381867029,0.07228158,0.240441573,0.617953905,0.268852339,0.49034842,1
197,2.15786,0.3241,9.76139,3.926,0.669,10.926,0.337,0.036,8.814,1.126,0.244,9.393,2.389,0.371,9.723,3.245,0.394,10.008,1.17062688,0.01274281,0.234467018,1.081955119,0.112884056,0.484217945,0
198,1.86747,0.35195,9.93736,3.637,0.573,11.017,-0.361,0.018,8.616,0.38,0.274,9.005,2.0645,0.394,9.962,3.26875,0.478,10.92,2.123511649,0.021008228,0.81140109,1.457227384,0.144942152,0.900778047,0
199,1.7158,0.42561,10.01677,2.346,0.742,10.634,0.38,0.042,8.824,1.35575,0.383,9.769,1.9125,0.406,10.155,2.251,0.573,10.239,0.37389626,0.025227178,0.172005757,0.611470572,0.158830658,0.414735768,0
200,-0.31393,0.56693,9.37099,1.735,0.76,11.111,-1.533,0.286,8.04,-1.347,0.382,8.43,0,0.6665,8.958,0.1915,0.719,10.36775,0.810628145,0.031106505,1.01131943,0.900348902,0.176370363,1.005643789,0
201,0.3552,0.48922,10.90702,2.299,0.768,11.113,-1.533,0.286,10.532,-0.53925,0.335,10.92,0.479,0.384,10.921,1.148,0.671,10.962,0.90593342,0.030623332,0.01593794,0.951805348,0.174995233,0.126245553,0
202,2.68577,0.79852,9.25238,4.024,1.102,10.944,-0.778,0.476,8.047,2.38225,0.573,8.236,3.018,0.789,9.173,3.831,0.968,10.0455,2.090565277,0.04262713,1.003786316,1.445878721,0.206463386,1.001891369,1
203,0.10325,0.59288,10.40119,2.658,1.148,11.207,-2.253,0.168,8.418,-1.486,0.371,9.94875,-0.586,0.435,10.73,2.14375,0.807,10.932,3.096066608,0.108308126,0.629003894,1.759564323,0.329101999,0.793097657,1
204,2.1644,0.68115,10.02807,3.443,1.138,10.73,0.934,0.382,9.582,1.5255,0.501,9.769,2.011,0.576,9.9655,2.9235,0.8625,10.155,0.55139776,0.052196788,0.088654585,0.74256162,0.228466163,0.297749198,1
205,2.18378,0.71815,9.85491,3.443,1.15,10.49,1.461,0.382,9.195,1.579,0.385,9.674,2.2525,0.7355,9.7725,2.70525,1.03,10.176,0.397963752,0.089030188,0.133022462,0.630843682,0.298379268,0.364722445,1
206,2.19915,0.24383,10.32221,3.233,0.96,10.706,1.34,-0.382,9.957,1.771,-0.287,9.965,2.035,0.2835,10.348,2.6715,0.754,10.537,0.309825928,0.216669161,0.065335986,0.556620093,0.465477348,0.255609049,1
207,-0.09528,0.19249,9.07908,1.627,0.473,9.962,-1.522,-0.265,8.058,-1.01875,0.094,8.802,-0.741,0.19,9.197,1.16,0.335,9.483,1.255715402,0.02910575,0.228860554,1.120587079,0.170604074,0.478393722,1
208,-0.66102,0.21983,10.38261,0.144,0.394,12.932,-1.726,-0.001,9.483,-0.769,0.022,9.772,-0.72,0.263,10.249,-0.337,0.3835,10.7445,0.23483678,0.024075321,0.654183158,0.484599608,0.155162241,0.808815899,1
209,5.99454,0.41514,10.86628,9.243,0.862,13.614,-1.341,-0.091,9.149,4.82575,0.189,9.385,7.64,0.394,10.346,8.525,0.76525,12.297,12.92885533,0.08189208,2.935036602,3.595671749,0.286167923,1.713194852,3
210,6.29621,0.70036,10.1636,7.568,1.196,10.734,5.365,0,9.58,6.085,0.424,9.915,6.226,0.768,10.249,6.525,0.95725,10.346,0.248852246,0.11606567,0.09369052,0.498850926,0.340684121,0.306089072,2
211,6.81967,0.54291,8.97001,8.239,1.245,9.974,4.6,-0.195,7.758,5.748,0.14025,8.227,7.1075,0.695,9.005,7.951,0.765,9.866,1.499778561,0.150322662,0.62544269,1.224654466,0.387714666,0.790849347,3
212,3.97744,0.95976,9.60947,4.501,1.341,10.343,3.45,0.382,8.766,3.82,0.76,9.388,3.834,0.962,9.483,4.214,1.151,9.9605,0.061093286,0.056239422,0.159778389,0.247170561,0.237148524,0.39972289,1
213,5.09196,0.202,11.32668,8.622,0.585,13.221,3.042,-0.193,8.477,3.634,0.094,10.156,3.969,0.238,11.734,6.4245,0.359,12.7535,4.000164858,0.02586212,2.246080978,2.000041214,0.160817039,1.49869309,1
214,5.14026,0.69791,9.11459,8.191,1.007,10.441,3.546,0.382,7.666,4.191,0.5745,8.094,4.449,0.765,9.574,6.18725,0.766,9.951,1.891693092,0.028097862,0.918130722,1.375388342,0.167624169,0.958191381,1
215,5.71379,0.66216,10.32927,6.514,0.957,11.209,4.646,0.192,9.219,5.461,0.478,9.962,5.747,0.76,10.431,5.916,0.789,10.74,0.117327446,0.040506234,0.250050677,0.342530942,0.201261607,0.500050675,2
216,5.25849,0.26307,9.80624,6.125,0.813,10.848,3.914,-0.072,8.766,4.357,0.084,9.291,5.555,0.19,9.722,5.944,0.43,10.537,0.54680805,0.060496465,0.439306462,0.739464705,0.245960292,0.662801978,2
217,4.51491,1.34252,10.28548,5.341,2.275,11.016,3.834,0.766,9.387,4.0135,0.909,9.77275,4.574,1.15,10.2025,4.886,1.918,10.848,0.202690302,0.21144035,0.30855005,0.450211397,0.459826434,0.555472816,1
218,5.29908,0.34931,9.59591,6.131,1.102,10.489,3.063,-0.198,8.818,5.076,0.072,9.192,5.3985,0.3885,9.58,5.7545,0.573,9.963,0.587502234,0.088867834,0.227195022,0.766486943,0.298107085,0.47664979,2
219,3.33375,0.00467,10.31361,4.551,0.394,11.495,2.106,-0.578,9.243,2.6695,-0.204,9.65175,3.43,0,10.442,3.9875,0.24,10.921,0.577403988,0.070591281,0.547253598,0.759871033,0.265690198,0.739765908,1
220,4.49705,0.08649,11.28021,5.742,1.054,12.454,3.447,-0.573,9.776,4.022,-0.382,10.67,4.4795,-0.096,11.4955,4.9965,0.4305,11.858,0.375128648,0.29206735,0.549652246,0.612477467,0.540432558,0.741385356,1
221,4.70708,-0.31987,9.82684,5.555,0.094,10.632,3.974,-0.756,9.101,4.046,-0.527,9.219,4.7345,-0.373,9.968,5.366,-0.168,10.203,0.367765694,0.057947493,0.279215954,0.606436883,0.240722855,0.528408889,1
222,3.76388,-0.60239,9.53898,4.6,-0.096,11.255,2.539,-1.127,8.429,3.45,-0.768,8.812,3.854,-0.672,9.1485,4.167,-0.361,9.977,0.270512846,0.055806618,0.90780644,0.520108494,0.236234244,0.95278877,1
223,4.61446,-0.37383,9.83586,4.982,0.214,11.117,3.881,-1.15,9.005,4.574,-0.6,9.219,4.599,-0.204,9.591,4.742,-0.096,10.32875,0.037535048,0.142518181,0.51542614,0.193739641,0.377515802,0.717931849,1
224,4.56743,-1.15337,9.93272,5.365,-0.385,10.538,3.268,-1.918,9.219,4.3995,-1.536,9.387,4.6935,-1.247,10.034,4.934,-0.91,10.345,0.349610565,0.177788793,0.202562402,0.591278754,0.421650084,0.45006933,1
225,3.50599,-0.74591,9.86831,5.41,-0.192,10.444,2.729,-2.492,9.101,2.90975,-0.98225,9.574,3.051,-0.671,9.842,3.81175,-0.389,10.2015,0.75928329,0.184942122,0.153871394,0.87136863,0.430048976,0.392264444,1
226,3.7557,-3.49311,10.55479,5.41,-2.685,11.4,3.054,-4.884,9.315,3.088,-3.81,10.058,3.3395,-3.2085,10.73,4.4055,-3.066,11.111,0.69476587,0.382018078,0.406055506,0.833526166,0.61807611,0.637224847,1
227,3.51037,-5.77208,6.88778,5.375,4.696,10.155,-0.001,-9.198,3.112,3.054,-9.079,3.443,3.831,-7.102,7.9275,4.167,-5.1195,9.574,1.579037133,15.41964321,8.136049432,1.256597443,3.926785354,2.852376103,3
228,-4.20368,8.15724,6.77995,-0.385,9.963,11.501,-5.75,4.789,3.567,-5.396,7.1,4.217,-4.508,8.432,5.397,-3.444,8.79,10.25125,1.734561978,1.232454042,8.059455628,1.317027706,1.110159467,2.838918038,3
229,-4.2883,6.50709,13.33995,-3.449,9.963,14.608,-4.977,2.97,11.507,-4.887,3.723,12.848,-4.211,6.491,13.346,-3.756,9.228,14.131,0.31336247,6.905618302,0.737763047,0.559787879,2.627854315,0.85893134,2
230,-2.12194,1.42694,11.50338,-0.576,2.97,12.848,-4.019,0.765,9.626,-3.305,1.15,10.915,-1.926,1.34,11.4895,-1.054,1.531,12.267,1.045236036,0.216411476,0.897305416,1.022367858,0.465200469,0.947262063,0
231,-2.30762,-0.65596,8.16734,-1.624,0.669,9.626,-2.874,-1.391,7.377,-2.688,-1.151,8.023,-2.203,-0.864,8.047,-2.012,-0.16675,8.424,0.129606456,0.412224578,0.237664764,0.360008966,0.642047178,0.487508733,0
